Timestamp,Source IP Address,Destination IP Address,Source Port,Destination Port,Source Latitude,Source Longitude,Destination Latitude,Destination Longitude,Protocol,Packet Length,Packet Type,Traffic Type,Anomaly Scores,Attack Type,Attack Signature,Action Taken,Severity Level,User Information,Device Information,Network Segment,Geo-location Data, Log Source
2023-02-26 04:10:20,93.36.64.119,109.153.153.137,39010,47006,-4.666970632825567,-60.08360097547239,-78.7519148939983,81.1863698473636,ICMP,1192,Normal,Data,78.4691265112189,DDoS,Known Pattern A,Ignored,Low,Brian Williams,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_3 rv:5.0; fy-DE) AppleWebKit/533.28.4 (KHTML, like Gecko) Version/4.0.2 Safari/533.28.4",Segment B,East Carlview,Firewall
2022-08-09 03:22:03,64.41.108.230,157.162.130.72,64749,23597,25.555310381307507,34.789189384947974,-63.6396593752215,-2.34872761829544,ICMP,155,Abnormal,Data,39.6110722025084,Malware,Known Pattern B,Blocked,High,Steven White,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_4; rv:1.9.5.20) Gecko/2020-05-30 19:45:29 Firefox/5.0,Segment B,Pearsonstad,Firewall
2024-06-22 17:17:10,8.45.113.4,131.52.211.111,21868,28184,88.35098599141457,-77.33444347686506,34.1469592924019,-57.0488990054978,ICMP,70,Normal,Data,59.9343436462546,None,Known Pattern B,Logged,High,Timothy Barron,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/5.1),Segment A,Joeview,Server
2022-08-21 11:49:15,194.207.78.235,188.144.213.36,7736,1802,-40.13232558842724,-6.9372735265313,-34.8071975858215,-6.41853056300121,ICMP,72,Normal,Video,71.1619131011014,Malware,Unknown,Logged,Low,Angela Miller,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Trident/5.0),Segment C,West Carlos,Router
2023-02-18 10:14:49,191.16.89.109,156.86.231.11,25837,12352,-62.66531688578683,-88.29892497604072,34.4878099807247,-82.6552873790631,UDP,515,Normal,VoIP,37.044370243163,DDoS,Unknown,Ignored,Medium,Renee Bell,Mozilla/5.0 (Android 2.3.1; Mobile; rv:43.0) Gecko/43.0 Firefox/43.0,Segment C,East Jamieshire,Firewall
2022-02-28 15:18:48,4.225.106.141,118.15.208.18,27580,17437,28.144802480544726,-120.74380886879507,-73.5891150378613,-89.8787923632347,ICMP,1162,Abnormal,Video,59.7812467354691,None,Unknown,Blocked,Low,Cameron Clark,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_6) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/61.0.844.0 Safari/536.0",Segment A,Lake Robertstad,Server
2023-06-05 16:26:45,35.60.192.86,103.154.175.252,65182,25053,8.193057661372578,8.010749123014648,29.8430264024455,-144.529761824548,ICMP,727,Abnormal,Data,48.3776791354686,DDoS,Known Pattern A,Blocked,High,Madison Fox,Mozilla/5.0 (compatible; MSIE 8.0; Windows 95; Trident/4.0),Segment A,Edwardview,Server
2021-12-14 09:31:57,174.103.72.252,123.17.254.21,58215,58161,-23.458114965981736,166.9663233945273,-42.1564530429212,-84.0388436368485,ICMP,1108,Normal,Data,64.2097988959217,DDoS,Known Pattern A,Logged,Medium,Sonya Mccann,Opera/8.90.(Windows NT 5.1; tr-TR) Presto/2.9.187 Version/11.00,Segment C,Lehaven,Firewall
2024-01-14 21:52:58,4.231.163.191,140.82.169.48,55407,10478,-41.574304306160606,-166.5511794753381,-1.69894424687535,-120.922807383911,ICMP,175,Normal,Data,31.1791236807325,Malware,Unknown,Logged,Medium,Amy Jones,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_3 rv:3.0; ne-NP) AppleWebKit/531.6.6 (KHTML, like Gecko) Version/4.0.4 Safari/531.6.6",Segment B,South Rachel,Server
2024-04-11 16:30:15,43.111.73.6,157.84.212.210,10002,44380,24.575762417043705,-164.5270439228067,-87.0523451875194,-118.370126340043,ICMP,877,Abnormal,Video,51.7857334061717,DDoS,Unknown,Logged,High,Erica Johnson,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_6 like Mac OS X) AppleWebKit/532.2 (KHTML, like Gecko) FxiOS/10.1f4980.0 Mobile/20S225 Safari/532.2",Segment B,Justinchester,Firewall
2023-12-19 13:27:44,149.169.94.179,90.0.68.12,40612,35714,-85.77118837882354,108.05682534090846,-14.7787271012957,108.207039928981,TCP,346,Abnormal,VoIP,30.8062614502532,None,Known Pattern A,Blocked,Medium,Marissa Scott,Opera/9.49.(Windows NT 6.1; wa-BE) Presto/2.9.165 Version/10.00,Segment A,Michaelfort,Server
2021-07-22 15:07:13,62.100.43.63,165.21.208.231,61459,29092,56.20091090615054,-50.57851511446586,28.8467108847691,-56.8137917545534,UDP,690,Normal,VoIP,54.2597561512727,None,Unknown,Logged,Medium,Timothy Ortega,"Mozilla/5.0 (iPhone; CPU iPhone OS 4_2_1 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) CriOS/52.0.827.0 Mobile/82O239 Safari/536.0",Segment C,Cindystad,Server
2022-04-28 08:51:44,46.87.19.98,59.202.211.151,33707,62132,85.44033221643343,-177.30735053763198,-87.6200619602156,22.4795514757702,UDP,1095,Abnormal,Video,53.2943965799935,None,Known Pattern B,Ignored,Low,Vanessa Nash,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; doi-IN) AppleWebKit/535.38.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B118 Safari/6535.38.3",Segment A,South Williammouth,Firewall
2022-05-22 16:20:37,58.90.82.176,219.240.189.20,52898,10845,80.47631676613102,-41.12466881751652,-31.590091841907,-101.041563612601,UDP,877,Normal,Data,42.4973841115465,DDoS,Unknown,Logged,High,Samuel Lopez,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Trident/4.1),Segment A,Port Tammy,Router
2023-05-13 06:41:15,214.109.170.17,3.3.30.102,34480,38051,-37.98165067036892,118.50589168100231,-42.638311840954,-119.493958431638,TCP,451,Abnormal,Data,41.9238913437717,None,Known Pattern B,Logged,Medium,Lindsey Scott,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/2017-06-14 07:24:12 Firefox/14.0,Segment B,Lake Danny,Server
2022-11-08 05:05:07,172.16.138.106,185.153.154.249,25857,59589,-43.4000602095014,159.44872834627245,-73.5128395556061,-109.369726591178,UDP,610,Normal,Data,46.186943753762,None,Unknown,Blocked,Low,Alyssa Thompson,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.2; Trident/3.1),Segment A,Shawnview,Router
2023-05-01 14:31:29,13.3.80.212,38.133.85.0,64505,60593,-37.692066275751834,-131.94992380411497,73.1405410825509,-125.071047751438,TCP,1028,Normal,Video,45.9306948874332,DDoS,Known Pattern A,Blocked,Medium,Morgan Brown,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Trident/5.0),Segment C,North Davidstad,Firewall
2021-07-02 19:38:24,183.186.207.221,67.16.244.35,4488,53399,57.594669755340675,-165.02425007102525,-81.3303127007367,-142.081330084102,TCP,587,Abnormal,Video,41.9247007289459,None,Unknown,Blocked,High,Jacqueline Leonard,"Mozilla/5.0 (Windows; U; Windows NT 10.0) AppleWebKit/535.30.1 (KHTML, like Gecko) Version/5.1 Safari/535.30.1",Segment C,East Kelly,Server
2022-07-23 20:50:30,66.150.30.10,146.71.26.159,52379,14653,41.90069908908629,75.0378713093589,86.9162026832696,-114.387455659278,TCP,721,Abnormal,Data,53.1158155625711,DDoS,Known Pattern A,Blocked,Low,Mrs. Leslie Hall MD,Opera/9.71.(X11; Linux i686; be-BY) Presto/2.9.188 Version/12.00,Segment C,Hansenfort,Firewall
2024-03-19 20:29:38,96.70.184.188,79.199.7.148,13687,51534,66.42267714095917,58.00315513664779,-16.591572580279,4.21539869123034,UDP,571,Normal,Video,42.1248816247233,None,Known Pattern B,Ignored,Low,Erin Young,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/19.0.873.0 Safari/536.2",Segment B,West Adriana,Firewall
2023-09-05 22:47:57,3.69.131.231,2.254.8.202,22797,34394,-70.20202765547597,-167.01531050016817,27.0171011720081,13.1434451869038,TCP,202,Abnormal,Video,40.0901536993592,Malware,Unknown,Logged,Low,Claudia Sloan,Mozilla/5.0 (Windows 98; Win 9x 4.90; ca-AD; rv:1.9.2.20) Gecko/2014-08-28 20:59:23 Firefox/3.8,Segment A,New Sherrystad,Firewall
2022-12-11 15:27:24,80.66.208.35,60.21.81.213,55139,46886,49.12495999701153,-177.5212924434368,68.742627019276,-93.747245809335,UDP,801,Abnormal,Video,65.4640410085969,DDoS,Known Pattern B,Ignored,High,Isabella Cunningham,Opera/8.91.(Windows NT 4.0; raj-IN) Presto/2.9.166 Version/11.00,Segment B,Bradfurt,Server
2024-03-30 10:41:00,134.169.174.221,98.225.205.100,13937,39575,-23.39560665834165,-84.01387100375874,-79.1845245481202,130.811465223837,UDP,401,Normal,Video,51.3284546413237,DDoS,Known Pattern B,Blocked,High,Derek Wright,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.2; Trident/3.1),Segment B,West Cory,Firewall
2022-06-02 00:33:02,223.232.180.172,16.85.103.22,17801,8043,9.396319037710057,55.789036840285604,-70.414724158448,95.4826890702019,UDP,1129,Normal,Video,48.9002884718575,DDoS,Known Pattern B,Logged,High,Terry Martinez,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; kl-GL) AppleWebKit/531.15.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B114 Safari/6531.15.4",Segment A,Angelatown,Firewall
2022-12-16 06:49:32,77.58.51.96,76.120.93.115,22447,17020,-13.734013412590059,107.91131154561504,26.489303248573,13.3542048944792,UDP,791,Normal,Video,31.0703407293439,None,Known Pattern B,Logged,Medium,Shannon Lee,Mozilla/5.0 (compatible; MSIE 6.0; Windows CE; Trident/5.1),Segment B,Barrystad,Router
2021-10-28 02:16:04,107.1.45.56,49.76.9.144,1057,43722,55.889386987978156,-71.07714006042112,29.2555437597358,-21.0269379418165,UDP,428,Normal,Data,64.8436265054616,Malware,Known Pattern B,Logged,Medium,Amy White,Opera/9.67.(Windows NT 6.0; raj-IN) Presto/2.9.166 Version/11.00,Segment B,Hodgesmouth,Router
2021-10-16 11:31:18,155.236.137.198,115.236.179.104,13615,34724,-9.985317372043326,-117.09868649570134,71.2722266566417,9.83492802840473,UDP,1000,Abnormal,VoIP,73.3316425904187,None,Unknown,Ignored,Low,Kelsey Jordan,"Mozilla/5.0 (iPhone; CPU iPhone OS 4_2_1 like Mac OS X) AppleWebKit/535.1 (KHTML, like Gecko) CriOS/18.0.882.0 Mobile/83T104 Safari/535.1",Segment B,Juanchester,Firewall
2022-10-13 06:28:17,62.148.113.96,108.141.141.24,49478,16680,-36.63511764859264,-157.62825511526626,2.59785607707601,154.360071409266,ICMP,1315,Normal,VoIP,48.2503539739262,DDoS,Known Pattern A,Blocked,High,Cathy Doyle,Opera/8.42.(Windows NT 4.0; ckb-IQ) Presto/2.9.170 Version/12.00,Segment A,West Stephaniebury,Server
2023-01-09 05:59:11,68.47.237.2,170.232.160.68,8502,26974,-29.385181272839077,-121.51815032303558,-63.0183292348971,71.3560872016688,ICMP,1101,Abnormal,VoIP,74.78075565826,None,Unknown,Logged,Medium,Mark Dean,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_9 rv:3.0; yi-US) AppleWebKit/533.31.7 (KHTML, like Gecko) Version/5.0.2 Safari/533.31.7",Segment A,Millerberg,Server
2023-02-19 20:14:41,70.161.178.147,114.68.146.219,53662,49756,-82.73118322984604,156.82356267829323,87.7340488137737,-49.6368475108462,TCP,95,Normal,Data,40.7260017202536,DDoS,Known Pattern A,Blocked,Medium,Tommy Crane,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; mg-MG) AppleWebKit/533.44.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B119 Safari/6533.44.7",Segment B,New Elizabeth,Firewall
2024-02-08 11:32:03,39.133.53.189,60.143.134.198,7299,52850,-34.71004663769514,33.88898816316649,37.1444745351721,-129.604176554843,TCP,693,Normal,Video,66.1650240702527,Malware,Known Pattern B,Blocked,Low,Jeremy Smith,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 10.0; Trident/5.0),Segment A,South Jorgefurt,Server
2023-07-19 17:34:34,112.74.109.79,181.20.147.193,57182,62546,-8.308309834207364,-144.42662255356518,18.4953016084662,175.618348958115,UDP,610,Normal,Video,76.461364033855,Malware,Unknown,Blocked,High,Faith Vasquez,Opera/8.69.(X11; Linux x86_64; nb-NO) Presto/2.9.169 Version/11.00,Segment A,West Andrea,Router
2022-09-07 05:45:18,167.96.178.109,213.145.158.204,49977,62944,-83.9719064717861,66.2440600510397,35.5182700078208,45.6893422724176,UDP,1473,Normal,Video,62.7650897045832,DDoS,Known Pattern A,Logged,Low,Mary Holland,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5; rv:1.9.4.20) Gecko/2011-06-09 16:04:33 Firefox/3.8,Segment C,New Samuelside,Router
2023-11-21 21:19:34,39.54.230.155,54.155.160.75,19798,30400,2.4354791253176984,-177.55487073962266,37.5163866666926,-138.749241860675,UDP,624,Normal,Data,58.4137507897744,None,Known Pattern A,Ignored,Medium,Audrey Walter,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; hu-HU) AppleWebKit/531.7.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B112 Safari/6531.7.4",Segment A,New Ericbury,Server
2022-08-25 08:35:13,32.122.246.222,88.175.244.86,61673,7682,10.334900258399458,-99.9240155526097,83.4841909824324,72.2876726505377,TCP,514,Abnormal,VoIP,61.9757659241291,Malware,Known Pattern B,Ignored,Medium,Madeline Martinez,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_7; rv:1.9.3.20) Gecko/2015-02-26 21:33:59 Firefox/3.6.6,Segment C,East Dennisshire,Router
2021-06-29 08:09:36,149.160.62.198,219.212.113.89,42275,28163,59.617172969964116,158.90944027854687,75.3230261400154,94.5670091459156,UDP,712,Normal,Video,56.5600072185866,Malware,Known Pattern B,Blocked,High,Melissa Ramirez,Opera/8.75.(Windows 98; Win 9x 4.90; ber-DZ) Presto/2.9.172 Version/10.00,Segment A,South Meganmouth,Server
2024-05-16 21:26:23,46.138.75.89,51.130.147.77,28856,35529,0.6813770560044645,-29.48506195940837,-26.5074209761362,-43.9067250365181,UDP,1064,Normal,VoIP,46.7731313493299,DDoS,Unknown,Logged,High,Caitlin Hunter,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.0; Trident/3.1),Segment C,Ebonyport,Firewall
2023-05-09 23:39:21,48.179.118.4,109.12.252.119,32951,10133,66.41325241371246,-31.593138338745035,62.374727530873,84.1382849939762,TCP,952,Normal,Video,56.4566972857872,Malware,Unknown,Ignored,Low,Melissa Brooks,Opera/8.46.(X11; Linux x86_64; eo-US) Presto/2.9.160 Version/12.00,Segment A,Schneiderside,Server
2022-03-17 01:36:52,149.229.253.120,68.43.28.123,63015,51980,-76.39302710153261,-30.233189531997823,54.0014533867665,-133.76257497355,TCP,1492,Normal,Video,58.5518684670016,DDoS,Unknown,Blocked,High,Sharon George,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_5; rv:1.9.2.20) Gecko/2013-01-16 21:21:16 Firefox/7.0,Segment C,Port Pamelaborough,Server
2023-09-22 08:28:31,211.158.208.55,32.84.216.255,40934,52382,-59.69272435682004,77.59798634005813,49.9162751871683,-108.57487994097,ICMP,471,Abnormal,VoIP,59.1790744595688,Malware,Unknown,Logged,Medium,Anthony Richards,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_8; rv:1.9.6.20) Gecko/2020-08-03 16:05:53 Firefox/3.6.9,Segment C,Mcclainport,Server
2023-02-23 20:57:31,166.9.89.122,222.175.98.155,32498,35759,-27.59781032219402,1.8188833197830263,25.5084578835875,171.774274618046,UDP,1060,Normal,VoIP,49.8982598186357,DDoS,Known Pattern A,Ignored,High,Julie Gallagher,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/531.33.6 (KHTML, like Gecko) Version/4.1 Safari/531.33.6",Segment A,Kevinton,Router
2022-02-07 12:46:43,133.168.8.33,187.215.23.94,43534,50906,-26.374991315059717,158.5550685810615,20.539770340256,-59.5585163251875,TCP,966,Abnormal,VoIP,67.542706298282,None,Unknown,Ignored,Medium,Jimmy Guerrero,Opera/8.38.(Windows NT 6.1; os-RU) Presto/2.9.190 Version/11.00,Segment B,East David,Firewall
2022-08-11 08:33:03,64.10.137.176,140.78.250.45,3591,28685,-42.339671450723856,-38.40113406007555,-57.158197493525,-68.111507398875,UDP,841,Normal,VoIP,38.6383664851542,None,Known Pattern B,Ignored,Medium,Catherine Boyle,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/535.24.2 (KHTML, like Gecko) Version/5.0.2 Safari/535.24.2",Segment B,Reynoldsshire,Firewall
2023-12-31 09:54:18,3.182.93.11,217.245.142.162,21451,18693,70.2432455923342,99.61471046931001,-47.4707860975879,0.306621722810831,TCP,1306,Abnormal,Video,72.1944958296535,Malware,Unknown,Blocked,Medium,Jennifer Page,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_7 rv:5.0; ayc-PE) AppleWebKit/531.45.2 (KHTML, like Gecko) Version/4.1 Safari/531.45.2",Segment C,East Jasmineville,Router
2022-09-06 16:21:45,193.3.109.207,31.113.9.41,53421,33919,60.71219182700764,73.11702083518017,-25.3027595410813,128.811760060299,UDP,587,Normal,Video,48.6960703540775,Malware,Known Pattern A,Logged,High,Amber Morris,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.2; Trident/5.0),Segment A,Burtonside,Firewall
2023-07-29 16:34:36,22.42.86.251,112.254.156.237,13349,11180,44.09034502488174,15.748269655438719,-39.3444228152791,-151.829242432979,TCP,227,Normal,VoIP,72.3968237986826,Malware,Known Pattern A,Blocked,Low,Sarah White,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/533.26.1 (KHTML, like Gecko) Version/5.0.1 Safari/533.26.1",Segment C,Johnsonview,Firewall
2023-04-05 06:58:56,198.44.150.110,100.148.80.80,14042,50310,29.85758277141386,-8.000729723585124,24.390318549554,-176.325340636985,UDP,393,Normal,Video,66.740356073028,Malware,Unknown,Logged,Low,Michael Rodriguez,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_0 rv:3.0; yo-NG) AppleWebKit/534.45.2 (KHTML, like Gecko) Version/5.0.2 Safari/534.45.2",Segment A,South Crystalstad,Server
2023-11-21 18:20:05,177.52.149.71,185.96.220.107,50444,12404,-82.0654145281715,41.4048949819998,13.0290356025531,-59.3417315688257,UDP,613,Normal,Video,79.0121047707256,None,Unknown,Ignored,Medium,Zachary Lee,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/3.1),Segment B,South Bethanyfurt,Server
2023-07-29 02:49:18,24.1.178.71,214.199.85.213,15916,33731,-39.42375701326143,-97.99818477329778,4.85244694419954,-79.7532051830279,UDP,526,Abnormal,Video,40.6696644473512,DDoS,Known Pattern A,Logged,High,Christina Gonzales,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Win 9x 4.90; Trident/4.1),Segment C,Ericabury,Router
2022-09-07 18:53:57,96.51.36.103,41.174.249.151,23155,47234,6.895733397190099,-115.62873469809814,-86.9896000057174,-170.77980628725,UDP,539,Normal,VoIP,38.2186183242895,DDoS,Unknown,Blocked,Medium,Jonathan Holland,Mozilla/5.0 (Android 4.4.2; Mobile; rv:51.0) Gecko/51.0 Firefox/51.0,Segment A,West Judyview,Server
2024-03-06 00:05:23,183.237.135.148,9.74.89.44,62674,17518,-26.7724006220539,-114.0137011360045,71.494046322136,145.102835655477,UDP,425,Normal,Video,40.1699076287931,DDoS,Unknown,Logged,Medium,James Kelly,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/2014-01-08 19:46:25 Firefox/11.0,Segment B,North Debra,Server
2023-04-28 15:47:01,9.74.130.198,202.228.125.173,22790,18263,-8.304540615892833,51.447738524646184,73.0399099644478,-10.3731353010517,TCP,1335,Normal,Data,68.3014625840533,None,Unknown,Ignored,Medium,Rita Flores,Opera/9.32.(Windows NT 5.1; shs-CA) Presto/2.9.170 Version/10.00,Segment C,Stevenberg,Firewall
2023-09-30 19:46:06,170.66.32.149,199.179.50.113,20557,37466,28.91783699935789,-97.58406964570716,-52.0757318039977,-100.633230681599,TCP,1284,Abnormal,Video,61.0838488052148,None,Unknown,Ignored,Low,Jennifer Thomas,"Mozilla/5.0 (Windows 98) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/30.0.858.0 Safari/531.2",Segment A,South Lori,Server
2023-09-01 14:32:57,213.70.66.49,22.75.156.79,39700,35643,48.030963222114764,-155.98360309974385,74.4598309494889,-125.121471149165,ICMP,1095,Normal,VoIP,73.5230377835353,DDoS,Unknown,Ignored,Low,Amy Richardson,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.0; Trident/3.0),Segment B,West Mitchellfurt,Router
2023-03-30 10:32:28,13.169.235.205,97.35.31.192,59371,26177,16.556187638597166,28.682132050536268,-42.407644397757,-51.7356133109156,UDP,465,Normal,Data,41.6059023504906,Malware,Known Pattern A,Logged,High,Jeffrey Rios,Mozilla/5.0 (Windows NT 10.0; pt-PT; rv:1.9.2.20) Gecko/2015-06-17 03:51:30 Firefox/3.8,Segment B,Lake Jeremy,Firewall
2022-04-22 17:15:25,220.182.150.217,57.238.69.160,61508,42479,89.933005660975,100.62133626724551,64.6985050115388,-171.503416975484,UDP,572,Abnormal,Data,31.4040324357004,DDoS,Unknown,Ignored,Low,Wayne Davis,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/5.0),Segment A,Joshuafurt,Firewall
2022-08-25 14:28:44,105.85.98.93,62.211.67.140,16994,27655,40.456149342554625,-45.387275479877246,-50.1193116397202,70.9583436373474,ICMP,729,Abnormal,VoIP,59.8187729472308,Malware,Known Pattern B,Logged,Low,Wendy Buchanan,Opera/8.27.(X11; Linux x86_64; sq-AL) Presto/2.9.172 Version/10.00,Segment C,Coreyshire,Router
2023-10-14 03:39:18,86.205.190.166,148.45.62.125,24694,2610,89.28660480065608,-121.92402668339696,-27.2132269772552,58.1621639376679,TCP,1358,Abnormal,Data,47.9440649511296,None,Known Pattern A,Blocked,Medium,Patricia Mcgrath,Opera/8.16.(X11; Linux x86_64; kk-KZ) Presto/2.9.176 Version/11.00,Segment A,South Destiny,Server
2024-01-03 16:13:13,110.49.248.179,206.71.72.169,49387,46020,21.212362914120476,92.33203077829961,-74.1595704832895,16.1820914284028,UDP,1104,Normal,Video,66.2551748891795,Malware,Unknown,Blocked,Medium,Rebecca Riley,Mozilla/5.0 (Windows NT 5.2; sa-IN; rv:1.9.1.20) Gecko/2012-04-06 06:11:25 Firefox/3.8,Segment C,Millerbury,Firewall
2022-06-06 03:38:25,27.192.40.211,74.36.123.102,57942,35635,-55.59187407296165,-39.2832415966582,25.6114192849319,-31.782729062794,ICMP,870,Abnormal,Data,35.7766837728498,None,Known Pattern B,Blocked,Medium,Miss Destiny Mccann,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 4.0; Trident/3.0),Segment B,West Nicholas,Router
2024-03-04 05:14:08,189.128.20.198,2.104.213.44,37456,28549,-61.244532788735114,139.50406831064333,-15.7261605117316,-23.7635212898952,ICMP,336,Abnormal,VoIP,38.8578229406979,None,Known Pattern B,Blocked,High,Terri Maldonado,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_4; rv:1.9.3.20) Gecko/2022-09-13 10:14:13 Firefox/3.8,Segment B,Paulstad,Server
2024-03-12 21:26:24,193.237.195.211,65.71.55.30,28145,14330,-20.482673441657994,-149.19272499594746,-17.4894874125868,34.266639765319,UDP,604,Abnormal,Video,56.3619620605045,None,Known Pattern B,Ignored,Low,John Benitez,"Mozilla/5.0 (iPad; CPU iPad OS 14_2_1 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) FxiOS/17.9s7664.0 Mobile/03L570 Safari/533.0",Segment B,Randolphmouth,Router
2021-07-31 08:58:51,45.192.145.189,105.19.95.93,13196,36062,-17.082784087827164,167.73295215433433,46.3377088155567,-67.6430486008561,UDP,528,Abnormal,VoIP,33.479245903858,None,Known Pattern A,Blocked,High,Cory Mitchell,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.2; Trident/3.0),Segment C,North Anthonystad,Firewall
2022-01-05 17:27:07,204.54.169.80,180.80.190.27,42937,40105,-16.212204469554933,-92.25789154311013,-28.4812261537351,93.3689224651223,TCP,1178,Abnormal,Data,38.1654384564285,Malware,Unknown,Blocked,Low,Jacqueline Simmons,Mozilla/5.0 (compatible; MSIE 8.0; Windows 95; Trident/3.1),Segment B,Alexandriaberg,Server
2021-07-13 13:36:12,126.18.222.158,183.16.239.39,62653,13907,50.92497369398447,122.77793266775473,61.3649150175394,-96.6466642531498,UDP,981,Normal,Video,63.7644941905231,DDoS,Known Pattern A,Logged,Medium,Brian Richardson,Opera/8.85.(Windows 95; tcy-IN) Presto/2.9.187 Version/11.00,Segment A,Charleneberg,Server
2023-12-21 06:31:17,34.232.185.70,168.88.36.89,49692,20418,-81.32523905347747,-25.638013868015236,-38.6421392166524,-97.5852130610116,UDP,635,Normal,VoIP,63.0988157858268,DDoS,Unknown,Ignored,High,Dennis Adams,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_3 rv:6.0; ug-CN) AppleWebKit/534.14.4 (KHTML, like Gecko) Version/4.0.3 Safari/534.14.4",Segment B,South Charles,Server
2024-04-01 21:35:12,72.153.68.48,132.11.105.179,7666,28947,-15.460356939642452,-149.77392620142342,38.027761018566,78.3799421361079,ICMP,430,Normal,Video,41.8053177792115,Malware,Unknown,Ignored,Medium,Kimberly Vance,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/3.0),Segment A,Lake Danamouth,Server
2022-04-11 21:43:23,70.116.156.63,61.242.216.134,39466,11694,72.23082584436202,16.174953476620658,26.8177879199388,-172.235249569029,UDP,41,Normal,Video,64.5301421539928,None,Known Pattern B,Blocked,Medium,Jennifer Gray,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_2) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/15.0.847.0 Safari/531.2",Segment A,Hamptonmouth,Server
2024-03-17 05:57:31,157.248.204.133,92.163.142.68,28233,50362,25.298437381727197,-87.75500216063583,51.3079302404191,55.4303199005486,ICMP,587,Normal,Data,76.4784075306955,Malware,Known Pattern A,Ignored,Low,Ashley Hicks,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/535.1 (KHTML, like Gecko) FxiOS/17.4v6249.0 Mobile/03Z722 Safari/535.1",Segment C,Lake Regina,Server
2024-04-20 23:51:49,42.43.199.15,5.49.122.224,48464,16970,-20.83257600049221,72.79325822758182,56.3409600512461,149.080765231245,ICMP,1415,Normal,Video,79.5161525854363,DDoS,Known Pattern A,Logged,Low,Jason Fitzgerald,"Mozilla/5.0 (Linux; Android 2.3.4) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/53.0.838.0 Safari/536.1",Segment C,Petersonhaven,Router
